total_sqft,bath,balcony,price,site_location,bedrooms
1200.0,1.0,1.0,36.0,Ghorpadi,2.0
1050.0,2.0,2.0,41.0,Gokhale Nagar,1.0
1365.0,3.0,3.0,66.0,Gultekdi,3.0
1252.0,3.0,3.0,70.0,Guruwar peth,3.0
1221.0,3.0,2.0,65.0,Hadapsar,3.0
1065.0,2.0,1.0,58.0,Hadapsar Industrial Estate,2.0
1270.0,2.0,1.0,55.25,Hingne Khurd,3.0
1032.0,2.0,2.0,45.0,Jangali Maharaj Road,2.0
2900.0,4.0,2.0,325.0,Kalyani Nagar,4.0
1515.0,2.0,3.0,69.0,Karve Nagar,3.0
1427.0,2.0,2.0,52.0,Karve Road,2.0
940.0,2.0,2.0,50.0,Kasba Peth,2.0
1460.0,2.0,2.0,80.0,Khadaki,3.0
2275.0,4.0,2.0,175.0,Khadki,3.0
1522.0,3.0,2.0,90.0,Kharadi,3.0
3210.0,4.0,2.0,380.0,Kondhwa,3.0
1185.0,2.0,2.0,42.67,Kondhwa Budruk,2.0
5425.0,13.0,0.0,275.0,Kondhwa Khurd,13.0
1800.0,3.0,2.0,125.0,Koregaon Park,3.0
940.0,2.0,1.0,44.0,Kothrud,2.0
1200.0,4.0,2.0,135.0,Law College Road,4.0
1530.0,3.0,2.0,71.0,Laxmi Road,3.0
1050.0,2.0,1.0,48.0,Lulla Nagar,2.0
929.0,2.0,2.0,49.0,Mahatma Gandhi Road,2.0
3750.0,5.0,3.0,145.0,Mangalwar peth,4.0
1530.0,3.0,3.0,75.0,Manik Bagh,3.0
900.0,2.0,1.0,48.0,Market yard,2.0
978.0,2.0,1.0,34.22,Model colony,2.0
4041.0,4.0,2.0,345.0,Mukund Nagar,4.0
770.0,1.0,2.0,43.82,Mundhawa,1.0
1066.0,2.0,3.0,55.0,Nagar Road,2.0
635.0,1.0,0.0,28.0,Nana Peth,1.0
1015.0,2.0,1.0,45.0,Narayan Peth,2.0
1175.0,2.0,0.0,54.05,Narayangaon,2.0
1200.0,4.0,2.0,130.0,Navi Peth,4.0
1188.0,2.0,1.0,50.0,Padmavati,2.0
2400.0,5.0,2.0,700.0,Parvati Darshan,5.0
620.0,1.0,1.0,25.0,Pashan,1.0
1210.0,2.0,0.0,75.0,Paud Road,2.0
1000.0,3.0,1.0,90.0,Pirangut,3.0
1800.0,3.0,2.0,190.0,Pune Railway Station,4.0
1185.0,2.0,2.0,43.66,Rasta Peth,2.0
1600.0,3.0,3.0,130.0,Raviwar Peth,3.0
1100.0,2.0,1.0,28.0,Sadashiv Peth,2.0
1300.0,2.0,2.0,69.23,Sahakar Nagar,2.0
1100.0,2.0,1.0,68.0,Salunke Vihar,2.0
860.0,2.0,1.0,28.93,Sasson Road,2.0
1007.0,2.0,1.0,64.0,Satara Road,2.0
1100.0,2.0,2.0,48.0,Senapati Bapat Road,2.0
1187.0,2.0,1.0,38.0,Shaniwar Peth,2.0
1150.0,2.0,2.0,72.0,Shivaji Nagar,2.0
2400.0,3.0,2.0,252.0,Shukrawar Peth,3.0
1180.0,2.0,3.0,41.94,Sinhagad Road,2.0
1820.0,3.0,2.0,85.2,Somwar Peth,3.0
2400.0,6.0,2.0,775.0,Tilak Road,3.0
3628.0,4.0,1.0,246.0,Uruli Devachi,4.0
1430.0,3.0,2.0,70.0,Vadgaon Budruk,3.0
700.0,2.0,1.0,40.0,Wadgaon Sheri,2.0
1200.0,1.0,0.0,70.0,Viman Nagar,2.0
1165.0,2.0,1.0,40.77,Vishrant Wadi,2.0
1569.0,3.0,2.0,118.0,Wagholi,3.0
1950.0,4.0,3.0,95.0,Wakadewadi,3.0
1200.0,3.0,1.0,70.0,Wanowrie,2.0
2437.0,3.0,2.0,125.0,Warje,3.0
950.0,2.0,2.0,46.7,Yerawada,2.0
1685.0,3.0,3.0,115.0,Alandi Road,3.0
3270.0,4.0,3.0,205.0,Ambegaon Budruk,4.0
1314.0,2.0,2.0,110.0,Anandnagar,2.0
1250.0,3.0,2.0,40.0,Aundh,3.0
1130.0,2.0,2.0,68.0,Aundh Road,2.0
1550.0,3.0,2.0,85.0,Bhavani Peth,3.0
1715.0,2.0,2.0,100.0,Bibvewadi,3.0
1053.0,2.0,1.0,53.0,Bopodi,2.0
1200.0,3.0,0.0,50.0,Budhwar Peth,3.0
1800.0,2.0,1.0,230.0,Bund Garden Road,3.0
2400.0,4.0,0.0,97.0,Camp,5.0
1245.0,1.0,3.0,60.0,Chandan Nagar,2.0
1320.0,2.0,1.0,160.0,Dapodi,2.0
3940.0,5.0,3.0,265.0,Deccan Gymkhana,4.0
1241.0,2.0,1.0,65.0,Dehu Road,3.0
2980.0,4.0,2.0,260.0,Dhankawadi,3.0
1090.0,2.0,2.0,57.0,Dhole Patil Road,2.0
1390.0,2.0,1.0,50.0,Erandwane,3.0
2750.0,5.0,2.0,275.0,Fergusson College Road,3.0
1100.0,2.0,1.0,52.97,Ganesh Peth,3.0
1350.0,2.0,2.0,103.0,Ganeshkhind,2.0
800.0,2.0,2.0,55.0,Ghorpade Peth,2.0
1787.0,3.0,2.0,116.0,Ghorpadi,3.0
2400.0,3.0,2.0,220.0,Gokhale Nagar,3.0
3700.0,4.0,2.0,325.0,Gultekdi,4.0
1691.0,3.0,2.0,93.01,Guruwar peth,3.0
2119.0,4.0,3.0,111.0,Hadapsar,4.0
1896.0,3.0,2.0,102.0,Jangali Maharaj Road,3.0
1540.0,3.0,2.0,48.51,Kalyani Nagar,3.0
1244.0,2.0,2.0,95.0,Karve Nagar,2.0
1365.0,2.0,2.0,65.0,Karve Road,3.0
580.0,1.0,1.0,27.5,Kasba Peth,1.0
1355.0,3.0,2.0,83.87,Katraj,3.0
1500.0,4.0,2.0,180.0,Khadaki,3.0
1513.0,2.0,3.0,62.0,Khadki,2.0
1175.0,2.0,1.0,41.13,Kharadi,2.0
2087.0,4.0,2.0,139.0,Kondhwa,3.0
2273.0,3.0,2.0,145.0,Kondhwa Budruk,3.0
2050.0,3.0,2.0,150.0,Kondhwa Khurd,3.0
1200.0,2.0,1.0,75.0,Koregaon Park,2.0
1190.0,2.0,3.0,59.0,Kothrud,2.0
1019.0,2.0,2.0,49.86,Laxmi Road,2.0
1830.0,3.0,2.0,133.0,Lulla Nagar,3.0
4278.0,7.0,1.0,299.0,Mahatma Gandhi Road,7.0
1028.0,2.0,1.0,56.0,Mangalwar peth,2.0
1300.0,2.0,2.0,100.0,Manik Bagh,2.0
1160.0,2.0,1.0,67.0,Market yard,2.0
1505.0,3.0,2.0,78.0,Model colony,3.0
1250.0,2.0,1.0,55.55,Mukund Nagar,2.0
400.0,2.0,1.0,50.0,Mundhawa,1.0
1175.0,2.0,1.0,41.68,Nagar Road,2.0
1100.0,2.0,2.0,57.6,Nana Peth,2.0
2159.0,3.0,2.0,120.0,Narayan Peth,3.0
1230.0,2.0,1.0,56.45,Narayangaon,2.0
1200.0,4.0,2.0,180.0,Navi Peth,3.0
3100.0,6.0,1.0,165.0,Padmavati,5.0
5020.0,7.0,0.0,287.0,Parvati Darshan,5.0
1200.0,1.0,0.0,48.0,Pashan,1.0
1340.0,2.0,1.0,71.0,Paud Road,2.0
1750.0,2.0,2.0,89.0,Pirangut,3.0
1400.0,2.0,1.0,100.0,Prabhat Road,2.0
1350.0,3.0,0.0,60.0,Pune Railway Station,3.0
1675.0,3.0,3.0,62.0,Rasta Peth,3.0
1340.0,2.0,1.0,66.33,Raviwar Peth,2.0
600.0,1.0,0.0,68.0,Sadashiv Peth,2.0
1276.0,2.0,2.0,76.0,Sahakar Nagar,2.0
1738.0,2.0,3.0,76.0,Salunke Vihar,3.0
1190.0,2.0,2.0,59.9,Sasson Road,2.0
1128.0,2.0,1.0,65.45,Satara Road,2.0
1250.0,2.0,1.0,55.0,Senapati Bapat Road,2.0
1450.0,2.0,2.0,90.0,Shaniwar Peth,2.0
1084.0,2.0,1.0,53.0,Shivaji Nagar,2.0
2150.0,4.0,2.0,90.0,Shukrawar Peth,4.0
6000.0,4.0,0.0,625.0,Sinhagad Road,4.0
1250.0,2.0,2.0,65.0,Swargate,2.0
2400.0,4.0,1.0,240.0,Tilak Road,3.0
1304.0,3.0,0.0,65.0,Uruli Devachi,3.0
1640.0,3.0,2.0,268.0,Vadgaon Budruk,3.0
980.0,2.0,1.0,77.44,Wadgaon Sheri,2.0
1275.0,2.0,2.0,49.5,Viman Nagar,2.0
2500.0,4.0,0.0,140.0,Wagholi,3.0
3600.0,4.0,0.0,225.0,Wakadewadi,4.0
2400.0,4.0,0.0,95.0,Wanowrie,3.0
2300.0,3.0,2.0,280.0,Warje,3.0
1450.0,2.0,2.0,70.18,Yerawada,3.0
890.0,2.0,1.0,40.0,Alandi Road,2.0
1340.0,2.0,3.0,85.0,Ambegaon Budruk,2.0
1100.0,2.0,1.0,75.0,Anandnagar,3.0
750.0,2.0,1.0,40.0,Aundh,2.0
1300.0,2.0,2.0,66.0,Balaji Nagar,2.0
1301.0,2.0,1.0,120.0,Baner,2.0
3200.0,8.0,1.0,130.0,Baner road,9.0
1299.0,2.0,1.0,105.0,Bhavani Peth,2.0
1250.0,3.0,3.0,40.0,Bibvewadi,3.0
1600.0,4.0,2.0,300.0,Bopodi,4.0
925.0,2.0,1.0,55.0,Budhwar Peth,2.0
3900.0,3.0,3.0,250.0,Bund Garden Road,3.0
1107.0,2.0,1.0,45.0,Camp,2.0
1400.0,2.0,2.0,160.0,Chandan Nagar,2.0
1300.0,2.0,1.0,67.0,Dapodi,2.0
1715.0,3.0,2.0,95.0,Dehu Road,3.0
1200.0,2.0,1.0,55.0,Dhankawadi,2.0
703.0,2.0,1.0,60.0,Dhole Patil Road,2.0
921.0,2.0,2.0,29.47,Erandwane,2.0
1144.0,2.0,2.0,65.0,Fatima Nagar,2.0
525.0,1.0,1.0,26.01,Fergusson College Road,1.0
1400.0,2.0,2.0,56.0,Ganesh Peth,3.0
661.0,1.0,1.0,33.0,Ganeshkhind,1.0
1705.0,3.0,1.0,91.0,Gokhale Nagar,3.0
1430.0,2.0,0.0,55.0,Guruwar peth,3.0
1240.0,2.0,2.0,55.0,Hadapsar,2.0
1325.0,2.0,2.0,60.8,Hadapsar Industrial Estate,3.0
1230.0,2.0,2.0,44.0,Hingne Khurd,2.0
1000.0,2.0,3.0,28.0,Jangali Maharaj Road,2.0
1330.0,2.0,2.0,46.45,Karve Nagar,3.0
1300.0,3.0,2.0,170.0,Kasba Peth,3.0
1243.0,2.0,2.0,46.0,Katraj,2.0
1500.0,2.0,2.0,100.0,Khadki,3.0
1200.0,4.0,1.0,156.0,Kharadi,3.0
1073.0,2.0,2.0,72.0,Kondhwa,2.0
1300.0,2.0,2.0,56.0,Kondhwa Budruk,2.0
4201.0,4.0,3.0,435.0,Kondhwa Khurd,4.0
1065.0,2.0,1.0,30.75,Koregaon Park,2.0
1216.0,2.0,1.0,66.88,Kothrud,2.0
1252.0,3.0,2.0,59.0,Law College Road,3.0
1196.0,2.0,1.0,44.8,Laxmi Road,2.0
1027.0,2.0,2.0,44.0,Lulla Nagar,2.0
1270.0,2.0,2.0,57.15,Mangalwar peth,3.0
1171.0,2.0,2.0,39.0,Manik Bagh,2.0
1215.0,2.0,3.0,48.6,Market yard,3.0
600.0,1.0,0.0,20.0,Model colony,1.0
1180.0,2.0,1.0,77.0,Mukund Nagar,2.0
1160.0,2.0,1.0,33.51,Mundhawa,2.0
4382.0,4.0,3.0,400.0,Nagar Road,4.0
2140.0,3.0,2.0,139.0,Nana Peth,3.0
1500.0,3.0,1.0,100.0,Narayan Peth,3.0
1008.0,2.0,2.0,52.0,Narayangaon,2.0
1921.0,4.0,3.0,129.0,Navi Peth,3.0
1127.0,2.0,2.0,32.0,Padmavati,2.0
1621.0,3.0,1.0,124.0,Parvati Darshan,3.0
2400.0,3.0,0.0,360.0,Pashan,3.0
1030.0,2.0,2.0,77.25,Paud Road,3.0
1314.0,2.0,1.0,84.0,Pirangut,2.0
1220.0,3.0,1.0,56.0,Prabhat Road,3.0
1590.0,2.0,3.0,85.0,Rasta Peth,3.0
703.0,2.0,1.0,49.5,Raviwar Peth,2.0
1795.0,3.0,2.0,64.62,Sadashiv Peth,3.0
3000.0,3.0,0.0,132.0,Sahakar Nagar,4.0
4395.0,4.0,2.0,242.0,Salunke Vihar,4.0
825.0,2.0,1.0,35.0,Sasson Road,2.0
4025.0,6.0,1.0,350.0,Satara Road,4.0
1254.0,2.0,1.0,70.0,Senapati Bapat Road,3.0
2040.0,3.0,2.0,114.0,Shaniwar Peth,3.0
2215.0,4.0,2.0,154.0,Shivaji Nagar,3.0
1478.0,2.0,2.0,125.0,Shukrawar Peth,2.0
2475.0,4.0,3.0,337.0,Sinhagad Road,3.0
1669.0,3.0,2.0,298.0,Somwar Peth,3.0
1820.0,3.0,2.0,79.5,Swargate,3.0
1623.0,3.0,1.0,89.0,Tilak Road,3.0
1243.0,2.0,2.0,46.0,Uruli Devachi,2.0
1200.0,2.0,2.0,40.5,Vadgaon Budruk,2.0
1613.0,3.0,3.0,72.0,Wadgaon Sheri,3.0
1293.0,2.0,2.0,80.0,Viman Nagar,2.0
1065.0,2.0,2.0,28.5,Vishrant Wadi,2.0
940.0,2.0,1.0,69.57,Wagholi,2.0
1181.0,2.0,1.0,65.0,Wakadewadi,3.0
2215.0,3.0,2.0,275.0,Wanowrie,3.0
1050.0,2.0,1.0,36.0,Yerawada,2.0
1260.0,2.0,1.0,75.0,Alandi Road,3.0
2800.0,3.0,2.0,425.0,Ambegaon Budruk,5.0
1500.0,3.0,2.0,56.0,Anandnagar,3.0
1000.0,2.0,0.0,66.0,Aundh Road,2.0
1530.0,3.0,3.0,73.0,Balaji Nagar,3.0
1140.0,2.0,2.0,46.0,Baner,2.0
1864.0,3.0,3.0,115.0,Baner road,3.0
1575.0,3.0,3.0,55.0,Bhandarkar Road,3.0
945.0,2.0,1.0,45.0,Bibvewadi,2.0
1691.0,3.0,2.0,100.0,Bopodi,3.0
1200.0,2.0,3.0,135.0,Budhwar Peth,2.0
1220.0,3.0,1.0,35.25,Bund Garden Road,3.0
600.0,1.0,1.0,35.0,Camp,1.0
1160.0,2.0,2.0,39.0,Chandan Nagar,2.0
1650.0,3.0,1.0,85.0,Deccan Gymkhana,3.0
2400.0,4.0,1.0,150.0,Dehu Road,4.0
795.0,1.0,1.0,32.6,Dhankawadi,2.0
2285.0,4.0,1.0,165.0,Erandwane,3.0
1243.0,2.0,2.0,46.0,Fatima Nagar,2.0
1263.0,2.0,1.0,51.5,Fergusson College Road,2.0
1345.0,2.0,1.0,69.0,Ganeshkhind,3.0
4400.0,5.0,3.0,240.0,Ghorpade Peth,5.0
1360.0,2.0,1.0,58.0,Ghorpadi,3.0
1026.0,2.0,1.0,60.55,Gokhale Nagar,2.0
1050.0,2.0,2.0,38.0,Gultekdi,2.0
1460.0,3.0,3.0,76.0,Guruwar peth,3.0
1525.0,2.0,2.0,91.48,Hadapsar,3.0
1843.0,3.0,2.0,85.0,Hadapsar Industrial Estate,3.0
1000.0,2.0,3.0,25.0,Hingne Khurd,2.0
1642.0,2.0,1.0,115.0,Jangali Maharaj Road,3.0
1200.0,2.0,0.0,66.0,Kalyani Nagar,3.0
975.0,2.0,1.0,60.0,Karve Nagar,2.0
1075.0,2.0,1.0,44.0,Karve Road,3.0
1210.0,2.0,1.0,77.93,Kasba Peth,2.0
2000.0,3.0,2.0,100.0,Katraj,3.0
1225.0,2.0,0.0,68.0,Khadaki,2.0
1290.0,2.0,1.0,80.04,Khadki,2.0
1220.0,2.0,0.0,56.0,Kharadi,2.0
1500.0,2.0,0.0,85.0,Kondhwa,1.0
1361.0,2.0,2.0,79.0,Kondhwa Budruk,2.0
2801.25,4.0,1.0,462.0,Kondhwa Khurd,5.0
1394.0,2.0,2.0,85.0,Koregaon Park,2.0
870.0,2.0,1.0,27.0,Kothrud,2.0
5000.0,5.0,3.0,300.0,Law College Road,4.0
1222.0,2.0,2.0,98.0,Laxmi Road,2.0
1420.0,2.0,1.0,99.39,Lulla Nagar,2.0
1846.0,3.0,2.0,135.0,Mahatma Gandhi Road,3.0
1688.12,2.0,1.0,270.0,Mangalwar peth,2.0
1167.0,2.0,2.0,64.08,Manik Bagh,2.0
902.0,2.0,2.0,25.0,Market yard,2.0
2422.0,4.0,3.0,135.0,Model colony,4.0
1050.0,2.0,2.0,52.5,Mukund Nagar,2.0
1000.0,2.0,0.0,50.0,Mundhawa,2.0
1260.0,2.0,0.0,58.0,Nagar Road,2.0
3000.0,3.0,2.0,450.0,Nana Peth,3.0
939.0,2.0,2.0,39.0,Narayan Peth,2.0
600.0,1.0,0.0,37.0,Navi Peth,1.0
1298.0,2.0,1.0,59.0,Padmavati,2.0
1710.0,3.0,2.0,135.0,Parvati Darshan,3.0
1000.0,2.0,1.0,45.0,Pashan,2.0
3350.0,3.0,3.0,150.0,Paud Road,3.0
1200.0,4.0,1.0,138.0,Pirangut,2.0
1100.0,2.0,2.0,68.0,Prabhat Road,2.0
615.0,1.0,1.0,46.0,Pune Railway Station,1.0
1350.0,2.0,1.0,85.0,Rasta Peth,2.0
5000.0,5.0,2.0,325.0,Raviwar Peth,4.0
2700.0,3.0,1.0,501.0,Sadashiv Peth,3.0
4000.0,6.0,2.0,460.0,Sahakar Nagar,6.0
1718.0,3.0,2.0,130.0,Salunke Vihar,3.0
1680.0,3.0,2.0,112.0,Sasson Road,3.0
1500.0,2.0,0.0,90.0,Satara Road,2.0
1157.0,2.0,1.0,72.0,Senapati Bapat Road,3.0
1179.0,2.0,1.0,51.0,Shaniwar Peth,2.0
1315.0,2.0,0.0,60.48,Shivaji Nagar,2.0
1105.0,2.0,2.0,28.18,Shukrawar Peth,2.0
1800.0,3.0,2.0,175.0,Sinhagad Road,3.0
1010.0,2.0,1.0,52.0,Somwar Peth,2.0
630.0,1.0,1.0,46.0,Swargate,1.0
1200.0,2.0,1.0,36.1,Tilak Road,2.0
1025.0,2.0,1.0,60.0,Uruli Devachi,2.0
1195.0,2.0,2.0,59.0,Vadgaon Budruk,2.0
1012.0,2.0,1.0,58.0,Wadgaon Sheri,2.0
1884.0,4.0,2.0,118.0,Viman Nagar,3.0
1090.0,2.0,1.0,37.0,Vishrant Wadi,2.0
1300.0,3.0,2.0,77.99,Wagholi,3.0
2950.0,4.0,2.0,250.0,Wakadewadi,4.0
1710.0,3.0,3.0,85.0,Wanowrie,3.0
1500.0,3.0,1.0,68.0,Warje,3.0
1310.0,2.0,2.0,53.0,Yerawada,3.0
674.0,1.0,1.0,19.9,Alandi Road,2.0
1350.0,3.0,2.0,70.0,Ambegaon Budruk,3.0
1464.0,2.0,2.0,115.0,Anandnagar,3.0
1400.0,2.0,1.0,40.45,Aundh Road,3.0
1625.0,2.0,2.0,48.75,Balaji Nagar,3.0
1065.0,2.0,1.0,30.76,Baner,2.0
1385.0,3.0,3.0,90.0,Bhandarkar Road,3.0
1040.0,2.0,1.0,50.0,Bhavani Peth,2.0
1817.0,3.0,2.0,110.0,Bibvewadi,3.0
1205.0,2.0,1.0,47.0,Bopodi,2.0
1070.0,2.0,2.0,33.43,Budhwar Peth,2.0
1070.0,2.0,1.0,52.0,Bund Garden Road,2.0
1340.0,2.0,1.0,75.0,Camp,2.0
980.0,2.0,2.0,35.0,Chandan Nagar,2.0
1006.0,2.0,0.0,44.0,Dapodi,2.0
1098.0,2.0,1.0,71.0,Deccan Gymkhana,2.0
1200.0,2.0,1.0,53.5,Dehu Road,2.0
1019.0,2.0,1.0,62.0,Dhayari Phata,2.0
1150.0,2.0,2.0,40.21,Dhole Patil Road,2.0
1733.5,3.0,1.0,120.0,Erandwane,3.0
1415.0,2.0,2.0,120.0,Fatima Nagar,2.0
1750.0,3.0,2.0,58.0,Fergusson College Road,3.0
1537.0,3.0,2.0,81.0,Ganesh Peth,3.0
1050.0,2.0,2.0,45.0,Ganeshkhind,2.0
1452.0,3.0,3.0,55.6,Ghorpade Peth,3.0
1246.0,2.0,1.0,95.0,Ghorpadi,2.0
1890.0,4.0,2.0,85.0,Gokhale Nagar,3.0
972.0,2.0,1.0,40.0,Gultekdi,2.0
10624.0,4.0,2.0,2340.0,Guruwar peth,4.0
1500.0,5.0,3.0,160.0,Hadapsar,4.0
630.0,1.0,1.0,33.7,Hadapsar Industrial Estate,1.0
1255.0,2.0,1.0,60.0,Jangali Maharaj Road,3.0
1900.0,4.0,2.0,185.0,Kalyani Nagar,4.0
2440.0,3.0,1.0,142.0,Karve Nagar,3.0
1938.0,3.0,3.0,92.69,Karve Road,3.0
1711.0,3.0,2.0,125.0,Kasba Peth,3.0
1392.0,2.0,1.0,95.0,Khadaki,2.0
1225.0,2.0,1.0,77.0,Khadki,2.0
1750.0,3.0,2.0,120.0,Kondhwa,3.0
1260.0,2.0,1.0,80.0,Kondhwa Budruk,3.0
691.0,1.0,1.0,31.1,Kondhwa Khurd,1.0
2400.0,3.0,2.0,400.0,Koregaon Park,4.0
1285.0,2.0,1.0,78.0,Kothrud,2.0
1590.0,3.0,2.0,96.0,Law College Road,3.0
1571.0,3.0,2.0,65.0,Laxmi Road,3.0
2800.0,5.0,1.0,220.0,Lulla Nagar,5.0
1060.0,2.0,1.0,48.66,Mahatma Gandhi Road,2.0
1255.0,2.0,1.0,58.0,Mangalwar peth,2.0
2400.0,2.0,2.0,185.0,Market yard,3.0
1520.0,2.0,3.0,81.0,Model colony,3.0
1170.0,2.0,1.0,45.51,Mundhawa,2.0
1580.0,3.0,2.0,75.0,Nagar Road,3.0
1777.26,3.0,2.0,89.0,Nana Peth,3.0
1303.0,2.0,2.0,55.78,Narayan Peth,2.0
1680.0,2.0,3.0,59.0,Narayangaon,2.0
1835.0,3.0,1.0,108.0,Padmavati,3.0
1080.0,2.0,2.0,38.0,Pashan,2.0
1025.0,2.0,1.0,29.61,Paud Road,2.0
1225.0,2.0,1.0,67.48,Pirangut,2.0
656.0,1.0,1.0,34.77,Prabhat Road,1.0
994.0,2.0,2.0,45.0,Pune Railway Station,2.0
1025.0,2.0,1.0,65.0,Rasta Peth,2.0
1156.0,2.0,2.0,52.0,Raviwar Peth,2.0
1250.0,2.0,2.0,60.0,Sadashiv Peth,2.0
3092.0,4.0,3.0,230.0,Sahakar Nagar,4.0
1930.0,4.0,2.0,122.0,Salunke Vihar,3.0
1020.0,2.0,1.0,70.0,Sasson Road,2.0
1310.0,2.0,1.0,70.0,Satara Road,3.0
612.5,1.0,0.0,27.565,Senapati Bapat Road,1.0
1322.0,2.0,3.0,70.0,Shaniwar Peth,2.0
1160.0,2.0,2.0,57.0,Shivaji Nagar,2.0
1100.0,2.0,2.0,48.0,Shukrawar Peth,2.0
1720.0,3.0,3.0,150.0,Sinhagad Road,3.0
1689.0,3.0,2.0,103.0,Somwar Peth,3.0
1090.0,2.0,1.0,47.42,Swargate,2.0
2000.0,2.0,0.0,75.0,Tilak Road,2.0
1155.0,2.0,2.0,69.0,Uruli Devachi,2.0
4000.0,6.0,0.0,230.0,Vadgaon Budruk,6.0
3913.0,5.0,0.0,176.0,Wadgaon Sheri,4.0
3520.0,5.0,2.0,320.0,Viman Nagar,3.0
1125.0,2.0,2.0,39.98,Vishrant Wadi,2.0
1847.0,3.0,3.0,92.0,Wagholi,3.0
1515.0,2.0,1.0,76.0,Wakadewadi,3.0
3450.0,7.0,2.0,225.0,Wanowrie,8.0
2500.0,3.0,1.0,120.0,Warje,5.0
1130.0,2.0,2.0,55.0,Yerawada,2.0
1049.0,2.0,1.0,51.0,Alandi Road,2.0
2650.0,4.0,0.0,175.0,Ambegaon Budruk,3.0
850.0,2.0,1.0,25.4,Anandnagar,2.0
1842.0,3.0,2.0,115.0,Aundh,3.0
2600.0,5.0,3.0,370.0,Aundh Road,5.0
1282.0,2.0,1.0,72.0,Balaji Nagar,2.0
800.0,2.0,1.0,40.0,Baner,2.0
1200.0,4.0,2.0,240.0,Baner road,4.0
1190.0,2.0,2.0,30.35,Bhandarkar Road,3.0
1318.0,2.0,1.0,68.0,Bhavani Peth,3.0
1698.0,2.0,1.0,105.0,Bibvewadi,2.0
2030.0,2.0,1.0,182.0,Bopodi,3.0
1276.0,2.0,1.0,31.9,Budhwar Peth,3.0
1555.0,2.0,1.0,67.0,Bund Garden Road,3.0
1881.0,3.0,2.0,145.0,Camp,3.0
2900.0,3.0,2.0,325.0,Chandan Nagar,3.0
1890.0,3.0,2.0,109.0,Dapodi,3.0
935.0,2.0,1.0,32.0,Dehu Road,2.0
1000.0,2.0,3.0,58.0,Dhankawadi,2.0
1510.0,3.0,2.0,75.0,Dhayari Phata,3.0
1120.0,2.0,1.0,50.0,Dhole Patil Road,2.0
930.0,2.0,1.0,25.99,Erandwane,2.0
1160.0,2.0,2.0,42.0,Fatima Nagar,3.0
1419.0,2.0,2.0,48.1,Fergusson College Road,2.0
1175.0,2.0,2.0,62.0,Ganesh Peth,2.0
1350.0,2.0,1.0,63.0,Ganeshkhind,3.0
2215.0,3.0,2.0,330.0,Ghorpade Peth,3.0
996.0,2.0,1.0,24.9,Ghorpadi,2.0
1076.0,2.0,1.0,30.13,Gokhale Nagar,2.0
2180.0,4.0,3.0,115.0,Gultekdi,4.0
1715.0,3.0,3.0,112.0,Guruwar peth,3.0
1072.0,2.0,2.0,45.0,Hadapsar,2.0
1230.0,2.0,1.0,80.0,Hadapsar Industrial Estate,2.0
1600.0,2.0,1.0,65.0,Hingne Khurd,3.0
1411.0,3.0,1.0,93.25,Jangali Maharaj Road,3.0
3600.0,5.0,3.0,145.0,Kalyani Nagar,5.0
2404.0,3.0,2.0,138.0,Karve Nagar,3.0
1200.0,3.0,2.0,226.0,Kasba Peth,3.0
1208.0,3.0,1.0,45.0,Katraj,3.0
1700.0,5.0,2.0,300.0,Khadaki,5.0
1225.0,2.0,1.0,69.84,Khadki,2.0
1162.0,2.0,1.0,69.0,Kharadi,2.0
1262.0,2.0,1.0,65.0,Kondhwa,3.0
1050.0,2.0,2.0,35.0,Kondhwa Budruk,2.0
1160.0,2.0,1.0,33.51,Kondhwa Khurd,2.0
1500.0,3.0,1.0,61.95,Koregaon Park,3.0
1610.0,3.0,3.0,85.0,Kothrud,3.0
1340.0,2.0,2.0,41.0,Law College Road,2.0
2275.0,4.0,2.0,182.0,Laxmi Road,3.0
1162.0,2.0,1.0,58.0,Lulla Nagar,2.0
1500.0,2.0,0.0,145.0,Mahatma Gandhi Road,2.0
3150.0,3.0,1.0,135.0,Mangalwar peth,4.0
1170.0,2.0,2.0,65.0,Manik Bagh,2.0
980.0,2.0,1.0,25.0,Market yard,2.0
1800.0,3.0,2.0,60.0,Model colony,3.0
1423.0,2.0,1.0,71.73,Mukund Nagar,3.0
1106.0,2.0,3.0,40.0,Mundhawa,2.0
1105.0,2.0,2.0,27.6,Nagar Road,2.0
7500.0,6.0,2.0,1800.0,Nana Peth,4.0
1255.0,2.0,1.0,56.7,Narayan Peth,2.0
1525.0,2.0,2.0,65.0,Narayangaon,3.0
1061.0,2.0,1.0,38.95,Navi Peth,2.0
600.0,2.0,2.0,29.5,Padmavati,2.0
1400.0,2.0,2.0,40.45,Parvati Darshan,3.0
2100.0,3.0,2.0,145.0,Pashan,3.0
660.0,1.0,1.0,16.5,Paud Road,2.0
633.0,1.0,1.0,18.0,Pirangut,2.0
1260.0,2.0,3.0,120.0,Prabhat Road,2.0
907.0,2.0,0.0,55.43,Pune Railway Station,2.0
2047.0,3.0,2.0,67.55,Rasta Peth,3.0
2597.0,4.0,3.0,189.0,Raviwar Peth,4.0
1211.0,2.0,1.0,63.0,Sadashiv Peth,2.0
1904.0,3.0,2.0,129.0,Sahakar Nagar,3.0
1205.0,2.0,1.0,73.87,Salunke Vihar,2.0
1164.0,2.0,2.0,64.08,Sasson Road,2.0
